country,crm_id,customer_name,segment_name,segment_code,tier,product_level1,product_level2,product_code,service_level,charge_code,charge_currency,computation_method,ecp_usd,esp_usd,FY23_fee_in_usd,FY23_volume,FY24_fee_in_usd,FY24_volume,Cash_revenue_bin,CIB_revenue_bin,avg_cp_at_country,avg_cp_at_cash_bin,avg_cp_at_cib_rev_bin,avg_cp_at_seg,avg_cp_at_tier,avg_cp_at_wa_volume
DE,CRM008372,Customer_8372,Global Corporates,500,Portfolio,Collections,CO,CAPCOLCOSTDB1,TDB,CHG8372,SGD,flat absolute,0.8591,0.8625,647.76,754,1231.95,1434,>2M,500K-2M,0.5434,0.6654,0.684,0.6721,0.6108,0.4524
AU,CRM008373,Customer_8373,Middle Market,300,Gold,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG8373,JPY,flat absolute,0.3961,0.3917,1716.7,4334,4168.95,10525,>2M,100K-500K,0.4671,0.3234,0.6061,0.7644,0.3883,0.3626
JP,CRM008374,Customer_8374,Banks,600,Portfolio,Clearing,CASH,CAPCLECASSTDB1,STD,CHG8374,SGD,Fixed flat,2.4284,2.4386,184.56,76,757.66,312,>2M,>5M,0.7375,0.5707,0.684,0.5304,0.6108,0.7611
AU,CRM008375,Customer_8375,Middle Market,300,Platinum,Collections,CASH,CAPCOLCASVIPB3,VIP,CHG8375,JPY,flat absolute,0.6095,0.6167,1378.08,2261,7857.67,12892,200K-600K,0-100K,0.4671,0.6343,0.5063,0.7644,0.4955,0.4275
JP,CRM008376,Customer_8376,Traders & Buyers,460,Portfolio,Payments,CO,CAPPAYCOVIPB3,IPB,CHG8376,SGD,flat absolute,3.2453,3.1975,7103.96,2189,704.23,217,0-10K,0-100K,0.7375,0.3234,0.6061,0.8296,0.6108,0.6303
AU,CRM008377,Customer_8377,Middle Market,300,Platinum,Collections,CASH,CAPCOLCASSTDB1,STD,CHG8377,EUR,flat absolute,1.7822,1.7747,686.15,385,573.87,322,10K-200K,>5M,0.4671,0.6654,0.5526,0.7644,0.4955,0.417
JP,CRM008378,Customer_8378,Banks,600,Platinum,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG8378,JPY,flat absolute,0.6586,0.6486,487.36,740,1192.07,1810,0-10K,2M-5M,0.7375,0.6654,0.8946,0.5304,0.4955,0.8155
JP,CRM008379,Customer_8379,Banks,600,Gold,Collections,CO,CAPCOLCOSTDB1,TDB,CHG8379,EUR,Fixed flat,0.4591,0.4659,4609.82,10041,2497.5,5440,600K-2M,2M-5M,0.7375,0.7955,0.5526,0.5304,0.3883,0.7099
JP,CRM008380,Customer_8380,Banks,600,Portfolio,Collections,CASH,CAPCOLCASPRMB2,PRM,CHG8380,SGD,flat absolute,0.4765,0.4845,2007.49,4213,11092.92,23280,10K-200K,0-100K,0.7375,0.6343,0.684,0.5304,0.6108,0.4082
DE,CRM008381,Customer_8381,Global Corporates,500,Platinum,Collections,CO,CAPCOLCOSTDB1,TDB,CHG8381,JPY,Fixed flat,0.5585,0.5607,1939.11,3472,2203.84,3946,200K-600K,100K-500K,0.5434,0.7955,0.5526,0.6721,0.4955,0.5207
JP,CRM008382,Customer_8382,Banks,600,Silver,Payments,CO,CAPPAYCOSTDB1,TDB,CHG8382,JPY,flat absolute,0.7827,0.7777,3693.56,4719,2017.8,2578,10K-200K,500K-2M,0.7375,0.7955,0.5063,0.5304,0.7187,0.6805
DE,CRM008383,Customer_8383,Global Corporates,500,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG8383,SGD,Fixed flat,0.3737,0.3769,1279.92,3425,3062.85,8196,>2M,>5M,0.5434,0.6343,0.6061,0.6721,0.4955,0.5309
JP,CRM008384,Customer_8384,Banks,600,Gold,Clearing,CASH,CAPCLECASSTDB1,STD,CHG8384,JPY,flat absolute,0.9903,1.0006,19044.46,19231,1064.57,1075,>2M,500K-2M,0.7375,0.5707,0.6061,0.5304,0.3883,0.4337
JP,CRM008385,Customer_8385,Banks,600,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG8385,EUR,flat absolute,0.603,0.615,2162.96,3587,2668.28,4425,200K-600K,500K-2M,0.7375,0.5707,0.8946,0.5304,0.3883,0.4594
AU,CRM008386,Customer_8386,Middle Market,300,Silver,Collections,CO,CAPCOLCOSTDB1,TDB,CHG8386,JPY,flat absolute,1.3958,1.3834,466.2,334,947.75,679,>2M,0-100K,0.4671,0.5707,0.6061,0.7644,0.7187,0.4671
JP,CRM008387,Customer_8387,Traders & Buyers,460,Silver,Collections,CASH,CAPCOLCASPRMB2,PRM,CHG8387,JPY,Fixed flat,0.9518,0.9593,32720.98,34378,3890.01,4087,0-10K,500K-2M,0.7375,0.5707,0.5526,0.8296,0.7187,0.5914
JP,CRM008388,Customer_8388,Banks,600,Silver,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG8388,SGD,Fixed flat,0.9121,0.9099,4738.36,5195,2768.22,3035,600K-2M,0-100K,0.7375,0.5707,0.5526,0.5304,0.7187,0.4189
JP,CRM008389,Customer_8389,Traders & Buyers,460,Platinum,Collections,CASH,CAPCOLCASSTDB1,STD,CHG8389,JPY,flat absolute,0.9143,0.9252,1125.5,1231,1078.87,1180,0-10K,0-100K,0.7375,0.6343,0.684,0.8296,0.4955,0.5331
DE,CRM008390,Customer_8390,Global Corporates,500,Silver,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG8390,JPY,Fixed flat,0.8822,0.8924,400.52,454,4046.65,4587,600K-2M,500K-2M,0.5434,0.5707,0.8946,0.6721,0.7187,0.7152
JP,CRM008391,Customer_8391,Traders & Buyers,460,Silver,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG8391,JPY,Fixed flat,0.7356,0.7427,3970.77,5398,3343.3,4545,200K-600K,100K-500K,0.7375,0.7955,0.8946,0.8296,0.7187,0.5488
JP,CRM008392,Customer_8392,Traders & Buyers,460,Platinum,Payments,OTT,CAPPAYOTTVIPB3,VIP,CHG8392,EUR,Fixed flat,0.6411,0.6499,1602.75,2500,12100.76,18875,0-10K,2M-5M,0.7375,0.6343,0.5526,0.8296,0.4955,0.48
JP,CRM008393,Customer_8393,Banks,600,Platinum,Payments,CO,CAPPAYCOSTDB1,TDB,CHG8393,SGD,flat absolute,1.4707,1.4852,46487.36,31609,564.75,384,>2M,0-100K,0.7375,0.7955,0.5063,0.5304,0.4955,0.8108
JP,CRM008394,Customer_8394,Traders & Buyers,460,Platinum,Payments,CO,CAPPAYCOSTDB1,TDB,CHG8394,JPY,Fixed flat,0.6598,0.6608,1170.49,1774,2159.53,3273,600K-2M,100K-500K,0.7375,0.6343,0.6061,0.8296,0.4955,0.4018
JP,CRM008395,Customer_8395,Banks,600,Platinum,Payments,ACH,CAPPAYACHSTDB1,STD,CHG8395,USD,flat absolute,0.7845,0.7705,665.26,848,984.55,1255,10K-200K,500K-2M,0.7375,0.5707,0.684,0.5304,0.4955,0.7999
DE,CRM008396,Customer_8396,Global Corporates,500,Silver,Payments,ACH,CAPPAYACHSTDB1,STD,CHG8396,SGD,flat absolute,0.5585,0.5641,6381.42,11426,6871.23,12303,600K-2M,>5M,0.5434,0.7955,0.6061,0.6721,0.7187,0.6018
JP,CRM008397,Customer_8397,Banks,600,Platinum,Collections,CO,CAPCOLCOSTDB1,TDB,CHG8397,USD,Fixed flat,0.4227,0.4223,5048.31,11943,4421.86,10461,0-10K,0-100K,0.7375,0.5707,0.8946,0.5304,0.4955,0.3714
JP,CRM008398,Customer_8398,Traders & Buyers,460,Platinum,Payments,CO,CAPPAYCOSTDB1,TDB,CHG8398,EUR,Fixed flat,0.5267,0.5237,2022.0,3839,3904.43,7413,10K-200K,2M-5M,0.7375,0.6343,0.5526,0.8296,0.4955,0.5706
AU,CRM008399,Customer_8399,Middle Market,300,Silver,Collections,CO,CAPCOLCOSTDB1,TDB,CHG8399,USD,Fixed flat,1.0117,1.0299,8317.19,8221,1374.9,1359,600K-2M,100K-500K,0.4671,0.7955,0.5063,0.7644,0.7187,0.3934
DE,CRM008400,Customer_8400,Global Corporates,500,Silver,Liquidity,CASH,CAPLIQCASELTB4,ELT,CHG8400,EUR,Fixed flat,0.7641,0.7636,2152.47,2817,9610.09,12577,0-10K,0-100K,0.5434,0.6654,0.6061,0.6721,0.7187,0.7835
JP,CRM008401,Customer_8401,Banks,600,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG8401,JPY,Fixed flat,1.0275,1.0105,4349.41,4233,438.74,427,600K-2M,2M-5M,0.7375,0.3234,0.5526,0.5304,0.3883,0.7207
JP,CRM008402,Customer_8402,Traders & Buyers,460,Portfolio,Collections,CASH,CAPCOLCASPRMB2,PRM,CHG8402,EUR,Fixed flat,2.5691,2.6127,43959.87,17111,822.11,320,600K-2M,0-100K,0.7375,0.6654,0.5063,0.8296,0.6108,0.4343
DE,CRM008403,Customer_8403,Global Corporates,500,Gold,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG8403,SGD,Fixed flat,1.61,1.5961,12260.15,7615,982.1,610,0-10K,0-100K,0.5434,0.7955,0.5063,0.6721,0.3883,0.3923
DE,CRM008404,Customer_8404,Global Corporates,500,Silver,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG8404,SGD,flat absolute,0.9348,0.9222,2161.26,2312,3247.5,3474,600K-2M,>5M,0.5434,0.7955,0.5063,0.6721,0.7187,0.813
DE,CRM008405,Customer_8405,Global Corporates,500,Platinum,Payments,BT,CAPPAYBTSTDB1,TDB,CHG8405,EUR,Fixed flat,0.4536,0.4518,10280.39,22664,4249.78,9369,>2M,>5M,0.5434,0.6343,0.5526,0.6721,0.4955,0.6577
JP,CRM008406,Customer_8406,Banks,600,Silver,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG8406,EUR,flat absolute,-6.4457,-6.5313,-547.88,85,-360.96,56,0-10K,0-100K,0.7375,0.6343,0.8946,0.5304,0.7187,0.6301
AU,CRM008407,Customer_8407,Middle Market,300,Silver,Collections,CO,CAPCOLCOSTDB1,TDB,CHG8407,SGD,flat absolute,0.478,0.4824,30944.76,64738,11088.64,23198,0-10K,0-100K,0.4671,0.7955,0.684,0.7644,0.7187,0.5349
DE,CRM008408,Customer_8408,Global Corporates,500,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG8408,EUR,flat absolute,0.4128,0.4118,94.94,230,1805.59,4374,600K-2M,>5M,0.5434,0.3234,0.6061,0.6721,0.3883,0.7999
AU,CRM008409,Customer_8409,Middle Market,300,Platinum,Payments,CO,CAPPAYCOPRMB2,RMB,CHG8409,SGD,flat absolute,1.4803,1.4738,1721.59,1163,599.52,405,>2M,>5M,0.4671,0.7955,0.8946,0.7644,0.4955,0.3905
JP,CRM008410,Customer_8410,Banks,600,Silver,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG8410,JPY,flat absolute,0.9985,1.0108,2798.8,2803,4186.71,4193,200K-600K,2M-5M,0.7375,0.3234,0.6061,0.5304,0.7187,0.3519
JP,CRM008411,Customer_8411,Traders & Buyers,460,Portfolio,Payments,ACH,CAPPAYACHSTDB1,STD,CHG8411,EUR,Fixed flat,0.4941,0.4896,1181.89,2392,8303.84,16806,>2M,0-100K,0.7375,0.5707,0.6061,0.8296,0.6108,0.402
JP,CRM008412,Customer_8412,Traders & Buyers,460,Gold,Liquidity,CASH,CAPLIQCASVIPB3,VIP,CHG8412,SGD,Fixed flat,0.5545,0.5485,7479.1,13488,4672.77,8427,600K-2M,>5M,0.7375,0.7955,0.8946,0.8296,0.3883,0.5258
JP,CRM008413,Customer_8413,Traders & Buyers,460,Gold,Clearing,Clearing,CAPCLECLEVIPB3,VIP,CHG8413,SGD,flat absolute,0.7534,0.7657,458.82,609,12778.42,16961,0-10K,100K-500K,0.7375,0.6343,0.6061,0.8296,0.3883,0.6437
DE,CRM008414,Customer_8414,Global Corporates,500,Gold,Collections,CO,CAPCOLCOSTDB1,TDB,CHG8414,SGD,flat absolute,1.1861,1.2094,5227.14,4407,636.94,537,0-10K,2M-5M,0.5434,0.6343,0.6061,0.6721,0.3883,0.3534
AU,CRM008415,Customer_8415,Middle Market,300,Platinum,Payments,CO,CAPPAYCOPRMB2,RMB,CHG8415,SGD,Fixed flat,0.6871,0.6859,860.25,1252,1401.0,2039,0-10K,>5M,0.4671,0.3234,0.5526,0.7644,0.4955,0.8117
JP,CRM008416,Customer_8416,Banks,600,Platinum,Payments,ACH,CAPPAYACHPRMB2,PRM,CHG8416,JPY,Fixed flat,1.0103,1.0221,4688.8,4641,1007.27,997,0-10K,>5M,0.7375,0.6343,0.5526,0.5304,0.4955,0.3988
AU,CRM008417,Customer_8417,Middle Market,300,Platinum,Clearing,CASH,CAPCLECASSTDB1,STD,CHG8417,JPY,Fixed flat,0.4287,0.4291,1159.2,2704,17285.18,40320,600K-2M,500K-2M,0.4671,0.6654,0.5526,0.7644,0.4955,0.6575
DE,CRM008418,Customer_8418,Global Corporates,500,Platinum,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG8418,JPY,Fixed flat,0.6852,0.6813,2347.5,3426,6105.82,8911,10K-200K,500K-2M,0.5434,0.7955,0.8946,0.6721,0.4955,0.6609
JP,CRM008419,Customer_8419,Banks,600,Platinum,Liquidity,CASH,CAPLIQCASVIPB3,VIP,CHG8419,USD,Fixed flat,0.304,0.301,397.02,1306,59580.35,195988,>2M,2M-5M,0.7375,0.5707,0.5526,0.5304,0.4955,0.7784
AU,CRM008420,Customer_8420,Middle Market,300,Platinum,Collections,CASH,CAPCOLCASVIPB3,VIP,CHG8420,EUR,Fixed flat,1.0189,1.0295,1413.21,1387,1926.74,1891,600K-2M,0-100K,0.4671,0.7955,0.684,0.7644,0.4955,0.7544
AU,CRM008421,Customer_8421,Middle Market,300,Gold,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG8421,SGD,flat absolute,1.1582,1.141,5311.51,4586,1528.82,1320,10K-200K,2M-5M,0.4671,0.7955,0.5526,0.7644,0.3883,0.4889
JP,CRM008422,Customer_8422,Traders & Buyers,460,Platinum,Collections,CO,CAPCOLCOVIPB3,IPB,CHG8422,EUR,Fixed flat,0.669,0.6658,8213.98,12278,1994.29,2981,200K-600K,>5M,0.7375,0.6654,0.8946,0.8296,0.4955,0.4405
AU,CRM008423,Customer_8423,Middle Market,300,Portfolio,Liquidity,CASH,CAPLIQCASELTB4,ELT,CHG8423,SGD,flat absolute,0.5914,0.5979,718.55,1215,14829.95,25076,>2M,0-100K,0.4671,0.6654,0.6061,0.7644,0.6108,0.815
AU,CRM008424,Customer_8424,Middle Market,300,Platinum,Clearing,CASH,CAPCLECASSTDB1,STD,CHG8424,EUR,Fixed flat,0.8471,0.8466,685.3,809,1846.68,2180,>2M,500K-2M,0.4671,0.7955,0.684,0.7644,0.4955,0.4596
DE,CRM008425,Customer_8425,Global Corporates,500,Silver,Payments,BT,CAPPAYBTSTDB1,TDB,CHG8425,JPY,flat absolute,0.7066,0.7054,5286.07,7481,3061.7,4333,200K-600K,>5M,0.5434,0.5707,0.5063,0.6721,0.7187,0.5334
JP,CRM008426,Customer_8426,Banks,600,Gold,Collections,CO,CAPCOLCOPRMB2,RMB,CHG8426,JPY,Fixed flat,0.4924,0.4914,1397.92,2839,2052.32,4168,600K-2M,0-100K,0.7375,0.3234,0.8946,0.5304,0.3883,0.3937
JP,CRM008427,Customer_8427,Traders & Buyers,460,Silver,Collections,CASH,CAPCOLCASSTDB1,STD,CHG8427,JPY,Fixed flat,0.7879,0.7727,8162.64,10360,3031.05,3847,10K-200K,2M-5M,0.7375,0.3234,0.8946,0.8296,0.7187,0.728
DE,CRM008428,Customer_8428,Global Corporates,500,Portfolio,Collections,CO,CAPCOLCOPRMB2,RMB,CHG8428,EUR,flat absolute,0.8693,0.8566,665.88,766,1269.18,1460,>2M,>5M,0.5434,0.5707,0.5526,0.6721,0.6108,0.775
AU,CRM008429,Customer_8429,Middle Market,300,Gold,Clearing,CASH,CAPCLECASSTDB1,STD,CHG8429,JPY,flat absolute,0.7295,0.7418,150.28,206,2191.42,3004,600K-2M,2M-5M,0.4671,0.3234,0.6061,0.7644,0.3883,0.6026
JP,CRM008430,Customer_8430,Banks,600,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG8430,SGD,flat absolute,0.6034,0.5924,808.56,1340,1707.02,2829,>2M,500K-2M,0.7375,0.5707,0.5526,0.5304,0.7187,0.5192
JP,CRM008431,Customer_8431,Traders & Buyers,460,Silver,Payments,CO,CAPPAYCOPRMB2,RMB,CHG8431,JPY,Fixed flat,0.8133,0.8004,767.76,944,2929.51,3602,10K-200K,>5M,0.7375,0.3234,0.5063,0.8296,0.7187,0.5475
JP,CRM008432,Customer_8432,Traders & Buyers,460,Silver,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG8432,EUR,flat absolute,0.7538,0.7496,1996.06,2648,10283.34,13642,200K-600K,500K-2M,0.7375,0.5707,0.6061,0.8296,0.7187,0.5521
JP,CRM008433,Customer_8433,Banks,600,Silver,Payments,ACH,CAPPAYACHSTDB1,STD,CHG8433,EUR,flat absolute,0.4138,0.414,474.21,1146,17720.98,42825,200K-600K,>5M,0.7375,0.3234,0.5526,0.5304,0.7187,0.5566
AU,CRM008434,Customer_8434,Middle Market,300,Gold,Collections,CO,CAPCOLCOPRMB2,RMB,CHG8434,SGD,flat absolute,0.8056,0.804,7297.93,9059,903.88,1122,10K-200K,2M-5M,0.4671,0.5707,0.684,0.7644,0.3883,0.8135
JP,CRM008435,Customer_8435,Banks,600,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG8435,USD,Fixed flat,0.4887,0.4862,945.15,1934,1027.74,2103,>2M,100K-500K,0.7375,0.6654,0.6061,0.5304,0.3883,0.713
JP,CRM008436,Customer_8436,Traders & Buyers,460,Silver,Collections,CO,CAPCOLCOPRMB2,RMB,CHG8436,USD,Fixed flat,1.1854,1.208,4427.47,3735,1359.65,1147,10K-200K,500K-2M,0.7375,0.7955,0.684,0.8296,0.7187,0.6239
AU,CRM008437,Customer_8437,Middle Market,300,Portfolio,Collections,CASH,CAPCOLCASPRMB2,PRM,CHG8437,SGD,Fixed flat,0.7234,0.7233,2731.56,3776,3422.41,4731,>2M,500K-2M,0.4671,0.7955,0.8946,0.7644,0.6108,0.408
AU,CRM008438,Customer_8438,Middle Market,300,Platinum,Liquidity,CASH,CAPLIQCASVIPB3,VIP,CHG8438,USD,flat absolute,0.832,0.8428,3322.18,3993,1425.22,1713,>2M,0-100K,0.4671,0.6654,0.684,0.7644,0.4955,0.37
AU,CRM008439,Customer_8439,Middle Market,300,Gold,Collections,CASH,CAPCOLCASPRMB2,PRM,CHG8439,EUR,flat absolute,0.603,0.6055,1733.02,2874,3071.08,5093,600K-2M,100K-500K,0.4671,0.7955,0.5526,0.7644,0.3883,0.5151
JP,CRM008440,Customer_8440,Banks,600,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG8440,USD,flat absolute,0.2934,0.2891,1880.99,6411,5008.04,17069,>2M,500K-2M,0.7375,0.6654,0.6061,0.5304,0.3883,0.8224
JP,CRM008441,Customer_8441,Banks,600,Portfolio,Payments,BT,CAPPAYBTSTDB1,TDB,CHG8441,JPY,flat absolute,37.2146,36.524,33604.78,903,3944.75,106,10K-200K,0-100K,0.7375,0.6343,0.5526,0.5304,0.6108,0.8315
AU,CRM008442,Customer_8442,Middle Market,300,Platinum,Collections,CO,CAPCOLCOSTDB1,TDB,CHG8442,USD,Fixed flat,0.4914,0.4995,11951.34,24321,3561.67,7248,>2M,500K-2M,0.4671,0.6343,0.8946,0.7644,0.4955,0.7324
DE,CRM008443,Customer_8443,Global Corporates,500,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG8443,JPY,flat absolute,0.8363,0.8477,1747.87,2090,1598.17,1911,200K-600K,100K-500K,0.5434,0.6654,0.5526,0.6721,0.3883,0.4085
JP,CRM008444,Customer_8444,Traders & Buyers,460,Platinum,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG8444,EUR,Fixed flat,0.6608,0.6495,274.89,416,4583.31,6936,600K-2M,2M-5M,0.7375,0.7955,0.8946,0.8296,0.4955,0.7282
AU,CRM008445,Customer_8445,Middle Market,300,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG8445,JPY,flat absolute,0.8925,0.892,3527.16,3952,925.52,1037,0-10K,>5M,0.4671,0.5707,0.5063,0.7644,0.7187,0.5975
JP,CRM008446,Customer_8446,Banks,600,Silver,Payments,Pay,CAPPAYPAYSTDB1,STD,CHG8446,SGD,Fixed flat,0.4717,0.4746,391.98,831,9166.55,19433,>2M,2M-5M,0.7375,0.6343,0.684,0.5304,0.7187,0.7763
JP,CRM008447,Customer_8447,Banks,600,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG8447,USD,flat absolute,0.4145,0.4076,3351.65,8086,5420.0,13076,0-10K,>5M,0.7375,0.6654,0.5063,0.5304,0.7187,0.7745
JP,CRM008448,Customer_8448,Traders & Buyers,460,Gold,Collections,CO,CAPCOLCOSTDB1,TDB,CHG8448,EUR,Fixed flat,0.4843,0.4853,39709.69,81994,3907.33,8068,200K-600K,2M-5M,0.7375,0.6343,0.5063,0.8296,0.3883,0.7241
JP,CRM008449,Customer_8449,Traders & Buyers,460,Silver,Liquidity,CASH,CAPLIQCASVIPB3,VIP,CHG8449,JPY,Fixed flat,0.7204,0.7323,659.89,916,7962.58,11053,600K-2M,>5M,0.7375,0.7955,0.5526,0.8296,0.7187,0.5901
DE,CRM008450,Customer_8450,Global Corporates,500,Gold,Clearing,CASH,CAPCLECASVIPB3,VIP,CHG8450,SGD,flat absolute,1.4177,1.4152,6956.65,4907,1816.07,1281,0-10K,100K-500K,0.5434,0.7955,0.8946,0.6721,0.3883,0.5585
JP,CRM008451,Customer_8451,Banks,600,Portfolio,Payments,CO,CAPPAYCOVIPB3,IPB,CHG8451,SGD,flat absolute,0.8151,0.8182,174.43,214,1246.29,1529,0-10K,100K-500K,0.7375,0.7955,0.684,0.5304,0.6108,0.4048
DE,CRM008452,Customer_8452,Global Corporates,500,Silver,Collections,CASH,CAPCOLCASPRMB2,PRM,CHG8452,SGD,Fixed flat,0.6794,0.6729,4000.99,5889,7092.94,10440,0-10K,2M-5M,0.5434,0.6654,0.6061,0.6721,0.7187,0.5146
JP,CRM008453,Customer_8453,Traders & Buyers,460,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG8453,JPY,flat absolute,0.7245,0.7308,571.63,789,899.83,1242,600K-2M,100K-500K,0.7375,0.5707,0.5526,0.8296,0.4955,0.4156
JP,CRM008454,Customer_8454,Banks,600,Portfolio,Payments,Pay,CAPPAYPAYVIPB3,VIP,CHG8454,EUR,Fixed flat,0.5564,0.5501,649.32,1167,15330.49,27553,200K-600K,>5M,0.7375,0.6343,0.5526,0.5304,0.6108,0.6494
JP,CRM008455,Customer_8455,Traders & Buyers,460,Portfolio,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG8455,EUR,flat absolute,0.6466,0.6578,369.21,571,1496.23,2314,200K-600K,>5M,0.7375,0.3234,0.6061,0.8296,0.6108,0.4744
JP,CRM008456,Customer_8456,Banks,600,Silver,Clearing,CASH,CAPCLECASSTDB1,STD,CHG8456,SGD,flat absolute,0.7422,0.756,6634.53,8939,5455.91,7351,600K-2M,0-100K,0.7375,0.3234,0.8946,0.5304,0.7187,0.7218
DE,CRM008457,Customer_8457,Global Corporates,500,Platinum,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG8457,USD,flat absolute,0.2984,0.2932,4030.19,13506,20529.62,68799,200K-600K,>5M,0.5434,0.3234,0.5526,0.6721,0.4955,0.4067
AU,CRM008458,Customer_8458,Middle Market,300,Gold,Collections,CO,CAPCOLCOVIPB3,IPB,CHG8458,USD,Fixed flat,0.7534,0.74,2325.75,3087,1020.1,1354,0-10K,>5M,0.4671,0.5707,0.8946,0.7644,0.3883,0.8388
DE,CRM008459,Customer_8459,Global Corporates,500,Platinum,Payments,Pay,CAPPAYPAYSTDB1,STD,CHG8459,EUR,flat absolute,0.5563,0.5654,453.38,815,2229.65,4008,600K-2M,2M-5M,0.5434,0.5707,0.6061,0.6721,0.4955,0.4421
JP,CRM008460,Customer_8460,Traders & Buyers,460,Silver,Collections,CO,CAPCOLCOPRMB2,RMB,CHG8460,SGD,Fixed flat,0.5681,0.5677,18376.33,32347,9048.7,15928,0-10K,0-100K,0.7375,0.3234,0.5063,0.8296,0.7187,0.5655
JP,CRM008461,Customer_8461,Traders & Buyers,460,Silver,Collections,CASH,CAPCOLCASELTB4,ELT,CHG8461,USD,flat absolute,1.0517,1.0409,1016.99,967,14503.99,13791,200K-600K,500K-2M,0.7375,0.6654,0.5526,0.8296,0.7187,0.4928
AU,CRM008462,Customer_8462,Middle Market,300,Portfolio,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG8462,USD,flat absolute,1.0831,1.0969,125.64,116,2491.13,2300,0-10K,500K-2M,0.4671,0.5707,0.5063,0.7644,0.6108,0.511
AU,CRM008463,Customer_8463,Middle Market,300,Silver,Clearing,CASH,CAPCLECASSTDB1,STD,CHG8463,JPY,flat absolute,1.1489,1.1305,6810.68,5928,2028.96,1766,>2M,0-100K,0.4671,0.3234,0.5063,0.7644,0.7187,0.7072
AU,CRM008464,Customer_8464,Middle Market,300,Silver,Liquidity,CASH,CAPLIQCASVIPB3,VIP,CHG8464,USD,flat absolute,0.9429,0.95,535.57,568,2477.0,2627,200K-600K,>5M,0.4671,0.3234,0.6061,0.7644,0.7187,0.668
JP,CRM008465,Customer_8465,Traders & Buyers,460,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG8465,SGD,flat absolute,0.322,0.3232,4228.83,13133,8899.76,27639,600K-2M,500K-2M,0.7375,0.3234,0.8946,0.8296,0.4955,0.455
DE,CRM008466,Customer_8466,Global Corporates,500,Portfolio,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG8466,USD,Fixed flat,0.694,0.7053,1167.31,1682,1709.32,2463,200K-600K,100K-500K,0.5434,0.6343,0.8946,0.6721,0.6108,0.4454
AU,CRM008467,Customer_8467,Middle Market,300,Gold,Liquidity,CASH,CAPLIQCASVIPB3,VIP,CHG8467,SGD,Fixed flat,0.611,0.6096,4504.29,7372,2481.27,4061,600K-2M,>5M,0.4671,0.3234,0.5526,0.7644,0.3883,0.7847
JP,CRM008468,Customer_8468,Banks,600,Platinum,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG8468,EUR,Fixed flat,0.6399,0.6464,15611.64,24397,1281.72,2003,>2M,2M-5M,0.7375,0.6654,0.8946,0.5304,0.4955,0.8117
JP,CRM008469,Customer_8469,Traders & Buyers,460,Portfolio,Liquidity,CASH,CAPLIQCASVIPB3,VIP,CHG8469,JPY,flat absolute,0.6512,0.6639,316.48,486,6366.13,9776,600K-2M,500K-2M,0.7375,0.6343,0.5526,0.8296,0.6108,0.8308
JP,CRM008470,Customer_8470,Traders & Buyers,460,Silver,Collections,CO,CAPCOLCOVIPB3,IPB,CHG8470,JPY,Fixed flat,0.7695,0.777,981.11,1275,3482.76,4526,600K-2M,100K-500K,0.7375,0.6654,0.6061,0.8296,0.7187,0.7297
DE,CRM008471,Customer_8471,Global Corporates,500,Platinum,Collections,CASH,CAPCOLCASPRMB2,PRM,CHG8471,SGD,Fixed flat,1.1475,1.1347,3053.5,2661,1024.72,893,600K-2M,100K-500K,0.5434,0.6654,0.5063,0.6721,0.4955,0.7591
